X,Y,Path_curvature,Xin,Yin,Xout,Yout,Inner BoundryD,Width
2.446378359,-0.053004079,0,2.446378359,-5,2.446378359,5,4.946995921,10
2.054789882,-0.044519787,0,2.054789882,-5,2.054789882,5,4.955480213,10
1.663232048,-0.03603616,0,1.663232048,-5,1.663232048,5,4.96396384,10
1.271721632,-0.02755356,0,1.271721632,-5,1.271721632,5,4.97244644,10
0.880254818,-0.019071905,0,0.880254818,-5,0.880254818,5,4.980928095,10
0.488818021,-0.0105909,0,0.488818021,-5,0.488818021,5,4.9894091,10
0.097399485,-0.004527663,0,0.097399485,-5,0.097399485,5,4.995472337,10
-0.294006033,-0.005593873,0,-0.294006033,-5,-0.294006033,5,4.994406127,10
-0.685406351,-0.011336389,0,-0.685406351,-5,-0.685406351,5,4.988663611,10
-1.076870735,-0.017811077,0,-1.076870735,-5,-1.076870735,5,4.982188923,10
-1.468525295,-0.024288911,0,-1.468525295,-5,-1.468525295,5,4.975711089,10
-1.860458157,-0.030771347,0,-1.860458157,-5,-1.860458157,5,4.969228653,10
-2.252701447,-0.037258918,0,-2.252701447,-5,-2.252701447,5,4.962741082,10
-2.645250428,-0.043751545,0,-2.645250428,-5,-2.645250428,5,4.956248455,10
-3.038081388,-0.050248836,0,-3.038081388,-5,-3.038081388,5,4.949751164,10
-3.431168349,-0.056750361,0,-3.431168349,-5,-3.431168349,5,4.943249639,10
-3.82449465,-0.063255844,0,-3.82449465,-5,-3.82449465,5,4.936744156,10
-4.218055318,-0.069765204,0,-4.218055318,-5,-4.218055318,5,4.930234796,10
-4.61185286,-0.076278482,0,-4.61185286,-5,-4.61185286,5,4.923721518,10
-5.005891666,-0.08279575,0,-5.005891666,-5,-5.005891666,5,4.91720425,10
-5.40017475,-0.089317059,0,-5.40017475,-5,-5.40017475,5,4.910682941,10
-5.794702707,-0.095842418,0,-5.794702707,-5,-5.794702707,5,4.904157582,10
-6.189473988,-0.102371801,0,-6.189473988,-5,-6.189473988,5,4.897628199,10
-6.584485552,-0.108905158,0,-6.584485552,-5,-6.584485552,5,4.891094842,10
-6.97973343,-0.115442424,0,-6.97973343,-5,-6.97973343,5,4.884557576,10
-7.375213372,-0.121983528,0,-7.375213372,-5,-7.375213372,5,4.878016472,10
-7.770921402,-0.128528405,0,-7.770921402,-5,-7.770921402,5,4.871471595,10
-8.166854112,-0.135076998,0,-8.166854112,-5,-8.166854112,5,4.864923002,10
-8.563008542,-0.141629258,0,-8.563008542,-5,-8.563008542,5,4.858370742,10
-8.959382025,-0.148185141,0,-8.959382025,-5,-8.959382025,5,4.851814859,10
-9.355972033,-0.154744605,0,-9.355972033,-5,-9.355972033,5,4.845255395,10
-9.752776106,-0.16130761,0,-9.752776106,-5,-9.752776106,5,4.83869239,10
-10.14979186,-0.167874116,0,-10.14979186,-5,-10.14979186,5,4.832125884,10
-10.54701702,-0.174444085,0,-10.54701702,-5,-10.54701702,5,4.825555915,10
-10.94444948,-0.181017482,0,-10.94444948,-5,-10.94444948,5,4.818982518,10
-11.34208733,-0.187594278,0,-11.34208733,-5,-11.34208733,5,4.812405722,10
-11.73992886,-0.194174442,0,-11.73992886,-5,-11.73992886,5,4.805825558,10
-12.13797254,-0.200757949,0,-12.13797254,-5,-12.13797254,5,4.799242051,10
-12.53621706,-0.207344778,0,-12.53621706,-5,-12.53621706,5,4.792655222,10
-12.93466129,-0.213934911,0,-12.93466129,-5,-12.93466129,5,4.786065089,10
-13.33330432,-0.220528332,0,-13.33330432,-5,-13.33330432,5,4.779471668,10
-13.7321454,-0.227125028,0,-13.7321454,-5,-13.7321454,5,4.772874972,10
-14.131184,-0.233724991,0,-14.131184,-5,-14.131184,5,4.766275009,10
-14.53041975,-0.240328215,0,-14.53041975,-5,-14.53041975,5,4.759671785,10
-14.92985243,-0.246934696,0,-14.92985243,-5,-14.92985243,5,4.753065304,10
-15.329482,-0.253544434,0,-15.329482,-5,-15.329482,5,4.746455566,10
-15.72930853,-0.260157429,0,-15.72930853,-5,-15.72930853,5,4.739842571,10
-16.12933219,-0.266773684,0,-16.12933219,-5,-16.12933219,5,4.733226316,10
-16.52955326,-0.273393205,0,-16.52955326,-5,-16.52955326,5,4.726606795,10
-16.92997209,-0.280015997,0,-16.92997209,-5,-16.92997209,5,4.719984003,10
-17.33058902,-0.286642065,0,-17.33058902,-5,-17.33058902,5,4.713357935,10
-17.73140442,-0.293271416,0,-17.73140442,-5,-17.73140442,5,4.706728584,10
-18.13241862,-0.299904054,0,-18.13241862,-5,-18.13241862,5,4.700095946,10
-18.53363192,-0.306539987,0,-18.53363192,-5,-18.53363192,5,4.693460013,10
-18.93504462,-0.313179217,0,-18.93504462,-5,-18.93504462,5,4.686820783,10
-19.33665695,-0.319821748,0,-19.33665695,-5,-19.33665695,5,4.680178252,10
-19.73846915,-0.326467586,0,-19.73846915,-5,-19.73846915,5,4.673532414,10
-20.1404814,-0.333116732,0,-20.1404814,-5,-20.1404814,5,4.666883268,10
-20.54269389,-0.33976919,0,-20.54269389,-5,-20.54269389,5,4.66023081,10
-20.94510674,-0.346424962,0,-20.94510674,-5,-20.94510674,5,4.653575038,10
-21.34772007,-0.35308405,0,-21.34772007,-5,-21.34772007,5,4.64691595,10
-21.75053397,-0.359746455,0,-21.75053397,-5,-21.75053397,5,4.640253545,10
-22.15354849,-0.366412179,0,-22.15354849,-5,-22.15354849,5,4.633587821,10
-22.55676367,-0.373081221,0,-22.55676367,-5,-22.55676367,5,4.626918779,10
-22.96017953,-0.379753583,0,-22.96017953,-5,-22.96017953,5,4.620246417,10
-23.36379605,-0.386429263,0,-23.36379605,-5,-23.36379605,5,4.613570737,10
-23.7676132,-0.393108262,0,-23.7676132,-5,-23.7676132,5,4.606891738,10
-24.17163094,-0.399790578,0,-24.17163094,-5,-24.17163094,5,4.600209422,10
-24.5758492,-0.406476211,0,-24.5758492,-5,-24.5758492,5,4.593523789,10
-24.9802679,-0.413165159,0,-24.9802679,-5,-24.9802679,5,4.586834841,10
-25.38488695,-0.419857421,0,-25.38488695,-5,-25.38488695,5,4.580142579,10
-25.78970625,-0.426552995,0,-25.78970625,-5,-25.78970625,5,4.573447005,10
-26.19472568,-0.433251879,0,-26.19472568,-5,-26.19472568,5,4.566748121,10
-26.59994512,-0.439954071,0,-26.59994512,-5,-26.59994512,5,4.560045929,10
-27.00536443,-0.446659569,0,-27.00536443,-5,-27.00536443,5,4.553340431,10
-27.41098349,-0.453368371,0,-27.41098349,-5,-27.41098349,5,4.546631629,10
-27.81680216,-0.460080474,0,-27.81680216,-5,-27.81680216,5,4.539919526,10
-28.22282029,-0.466795876,0,-28.22282029,-5,-28.22282029,5,4.533204124,10
-28.62903775,-0.473514576,0,-28.62903775,-5,-28.62903775,5,4.526485424,10
-29.03545439,-0.480236569,0,-29.03545439,-5,-29.03545439,5,4.519763431,10
-29.44207007,-0.486961854,0,-29.44207007,-5,-29.44207007,5,4.513038146,10
-29.84888465,-0.49369043,0,-29.84888465,-5,-29.84888465,5,4.50630957,10
-30.255898,-0.500422292,0,-30.255898,-5,-30.255898,5,4.499577708,10
-30.66310998,-0.50715744,0,-30.66310998,-5,-30.66310998,5,4.49284256,10
-31.07052046,-0.513895871,0,-31.07052046,-5,-31.07052046,5,4.486104129,10
-31.47812933,-0.520637584,0,-31.47812933,-5,-31.47812933,5,4.479362416,10
-31.88593646,-0.527382575,0,-31.88593646,-5,-31.88593646,5,4.472617425,10
-32.29394172,-0.534130844,0,-32.29394172,-5,-32.29394172,5,4.465869156,10
-32.70214503,-0.540882388,0,-32.70214503,-5,-32.70214503,5,4.459117612,10
-33.11054626,-0.547637206,0,-33.11054626,-5,-33.11054626,5,4.452362794,10
-33.51914533,-0.554395296,0,-33.51914533,-5,-33.51914533,5,4.445604704,10
-33.92794213,-0.561156657,0,-33.92794213,-5,-33.92794213,5,4.438843343,10
-34.33693658,-0.567921286,0,-34.33693658,-5,-34.33693658,5,4.432078714,10
-34.74612861,-0.574689183,0,-34.74612861,-5,-34.74612861,5,4.425310817,10
-35.15551812,-0.581460348,0,-35.15551812,-5,-35.15551812,5,4.418539652,10
-35.56510506,-0.588234777,0,-35.56510506,-5,-35.56510506,5,4.411765223,10
-35.97488934,-0.595012469,0,-35.97488934,-5,-35.97488934,5,4.404987531,10
-36.38487092,-0.601793426,0,-36.38487092,-5,-36.38487092,5,4.398206574,10
-36.79504974,-0.608577644,0,-36.79504974,-5,-36.79504974,5,4.391422356,10
-37.20542574,-0.615365124,0,-37.20542574,-5,-37.20542574,5,4.384634876,10
-37.61599888,-0.622155864,0,-37.61599888,-5,-37.61599888,5,4.377844136,10
-38.02676911,-0.628949865,0,-38.02676911,-5,-38.02676911,5,4.371050135,10
-38.43773639,-0.635747124,0,-38.43773639,-5,-38.43773639,5,4.364252876,10
-38.84890069,-0.642547642,0,-38.84890069,-5,-38.84890069,5,4.357452358,10
-39.26026198,-0.649351419,0,-39.26026198,-5,-39.26026198,5,4.350648581,10
-39.67182022,-0.656158452,0,-39.67182022,-5,-39.67182022,5,4.343841548,10
-40.08357539,-0.662968743,0,-40.08357539,-5,-40.08357539,5,4.337031257,10
-40.49552746,-0.66978229,0,-40.49552746,-5,-40.49552746,5,4.33021771,10
-40.90767641,-0.676599095,0,-40.90767641,-5,-40.90767641,5,4.323400905,10
-41.32002221,-0.683419154,0,-41.32002221,-5,-41.32002221,5,4.316580846,10
-41.73256486,-0.69024247,0,-41.73256486,-5,-41.73256486,5,4.30975753,10
-42.14530432,-0.697069041,0,-42.14530432,-5,-42.14530432,5,4.302930959,10
-42.55824059,-0.703898866,0,-42.55824059,-5,-42.55824059,5,4.296101134,10
-42.97137363,-0.710731947,0,-42.97137363,-5,-42.97137363,5,4.289268053,10
-43.38470344,-0.717568282,0,-43.38470344,-5,-43.38470344,5,4.282431718,10
-43.79823,-0.724407871,0,-43.79823,-5,-43.79823,5,4.275592129,10
-44.21195328,-0.731250714,0,-44.21195328,-5,-44.21195328,5,4.268749286,10
-44.62587328,-0.73809681,0,-44.62587328,-5,-44.62587328,5,4.26190319,10
-45.03998996,-0.744946159,0,-45.03998996,-5,-45.03998996,5,4.255053841,10
-45.45430331,-0.751798762,0,-45.45430331,-5,-45.45430331,5,4.248201238,10
-45.86881331,-0.758654617,0,-45.86881331,-5,-45.86881331,5,4.241345383,10
-46.28351993,-0.765513723,0,-46.28351993,-5,-46.28351993,5,4.234486277,10
-46.69842315,-0.772376082,0,-46.69842315,-5,-46.69842315,5,4.227623918,10
-47.11352294,-0.779241691,0,-47.11352294,-5,-47.11352294,5,4.220758309,10
-47.52881929,-0.786110553,0,-47.52881929,-5,-47.52881929,5,4.213889447,10
-47.94431215,-0.792982664,0,-47.94431215,-5,-47.94431215,5,4.207017336,10
-48.3600015,-0.799858024,0,-48.3600015,-5,-48.3600015,5,4.200141976,10
-48.7758873,-0.806736634,0,-48.7758873,-5,-48.7758873,5,4.193263366,10
-49.19196953,-0.813618493,0,-49.19196953,-5,-49.19196953,5,4.186381507,10
-49.60824815,-0.820503601,0,-49.60824815,-5,-49.60824815,5,4.179496399,10
-50.02472312,-0.827391955,0,-50.02472312,-5,-50.02472312,5,4.172608045,10
-50.44139441,-0.834283557,0,-50.44139441,-5,-50.44139441,5,4.165716443,10
-50.85826197,-0.841178405,0,-50.85826197,-5,-50.85826197,5,4.158821595,10
-51.27532576,-0.848076499,0,-51.27532576,-5,-51.27532576,5,4.151923501,10
-51.69258574,-0.854977838,0,-51.69258574,-5,-51.69258574,5,4.145022162,10
-52.11004188,-0.86188242,0,-52.11004188,-5,-52.11004188,5,4.13811758,10
-52.52769411,-0.868790247,0,-52.52769411,-5,-52.52769411,5,4.131209753,10
-52.94554241,-0.875701316,0,-52.94554241,-5,-52.94554241,5,4.124298684,10
-53.36358671,-0.882615627,0,-53.36358671,-5,-53.36358671,5,4.117384373,10
-53.78182698,-0.889533179,0,-53.78182698,-5,-53.78182698,5,4.110466821,10
-54.20026316,-0.896453972,0,-54.20026316,-5,-54.20026316,5,4.103546028,10
-54.6188952,-0.903378003,0,-54.6188952,-5,-54.6188952,5,4.096621997,10
-55.03772306,-0.910305274,0,-55.03772306,-5,-55.03772306,5,4.089694726,10
-55.45674668,-0.917235783,0,-55.45674668,-5,-55.45674668,5,4.082764217,10
-55.87596601,-0.924169528,0,-55.87596601,-5,-55.87596601,5,4.075830472,10
-56.29538099,-0.93110651,0,-56.29538099,-5,-56.29538099,5,4.06889349,10
-56.71499159,-0.938046727,0,-56.71499159,-5,-56.71499159,5,4.061953273,10
-57.13479773,-0.944990178,0,-57.13479773,-5,-57.13479773,5,4.055009822,10
-57.55479938,-0.951936863,0,-57.55479938,-5,-57.55479938,5,4.048063137,10
-57.97499647,-0.95888678,0,-57.97499647,-5,-57.97499647,5,4.04111322,10
-58.39538895,-0.965839929,0,-58.39538895,-5,-58.39538895,5,4.034160071,10
-58.81597677,-0.972796309,0,-58.81597677,-5,-58.81597677,5,4.027203691,10
-59.23675987,-0.979755919,0,-59.23675987,-5,-59.23675987,5,4.020244081,10
-59.6577382,-0.986718758,0,-59.6577382,-5,-59.6577382,5,4.013281242,10
-60.0789117,-0.993684825,0,-60.0789117,-5,-60.0789117,5,4.006315175,10
-60.50028033,-1.000654119,0,-60.50028033,-5,-60.50028033,5,3.999345881,10
-60.92184402,-1.00762664,0,-60.92184402,-5,-60.92184402,5,3.99237336,10
-61.34360272,-1.014602385,0,-61.34360272,-5,-61.34360272,5,3.985397615,10
-61.76555638,-1.021581356,0,-61.76555638,-5,-61.76555638,5,3.978418644,10
-62.18770494,-1.02856355,0,-62.18770494,-5,-62.18770494,5,3.97143645,10
-62.61004835,-1.035548967,0,-62.61004835,-5,-62.61004835,5,3.964451033,10
-63.03258656,-1.042537605,0,-63.03258656,-5,-63.03258656,5,3.957462395,10
-63.45531951,-1.049529465,0,-63.45531951,-5,-63.45531951,5,3.950470535,10
-63.87824715,-1.056524545,0,-63.87824715,-5,-63.87824715,5,3.943475455,10
-64.30136942,-1.063522843,0,-64.30136942,-5,-64.30136942,5,3.936477157,10
-64.72468628,-1.070524361,0,-64.72468628,-5,-64.72468628,5,3.929475639,10
-65.14819766,-1.077529096,0,-65.14819766,-5,-65.14819766,5,3.922470904,10
-65.57190352,-1.084537046,0,-65.57190352,-5,-65.57190352,5,3.915462954,10
-65.9958038,-1.091548213,0,-65.9958038,-5,-65.9958038,5,3.908451787,10
-66.41989846,-1.098562595,0,-66.41989846,-5,-66.41989846,5,3.901437405,10
-66.84418743,-1.105580191,0,-66.84418743,-5,-66.84418743,5,3.894419809,10
-67.26867066,-1.112601,0,-67.26867066,-5,-67.26867066,5,3.887399,10
-67.69334811,-1.119625021,0,-67.69334811,-5,-67.69334811,5,3.880374979,10
-68.11821972,-1.126652253,0,-68.11821972,-5,-68.11821972,5,3.873347747,10
-68.54328543,-1.133682695,0,-68.54328543,-5,-68.54328543,5,3.866317305,10
-68.9685452,-1.140716348,0,-68.9685452,-5,-68.9685452,5,3.859283652,10
-69.39399897,-1.147753209,0,-69.39399897,-5,-69.39399897,5,3.852246791,10
-69.81964669,-1.154793278,0,-69.81964669,-5,-69.81964669,5,3.845206722,10
-70.24548831,-1.161836554,0,-70.24548831,-5,-70.24548831,5,3.838163446,10
-70.67152376,-1.168883036,0,-70.67152376,-5,-70.67152376,5,3.831116964,10
-71.09775302,-1.175932723,0,-71.09775302,-5,-71.09775302,5,3.824067277,10
-71.524176,-1.182985614,0,-71.524176,-5,-71.524176,5,3.817014386,10
-71.95079268,-1.19004171,0,-71.95079268,-5,-71.95079268,5,3.80995829,10
-72.37760298,-1.197101007,0,-72.37760298,-5,-72.37760298,5,3.802898993,10
-72.80460686,-1.204163507,0,-72.80460686,-5,-72.80460686,5,3.795836493,10
-73.23180427,-1.211229207,0,-73.23180427,-5,-73.23180427,5,3.788770793,10
-73.65919515,-1.218298107,0,-73.65919515,-5,-73.65919515,5,3.781701893,10
-74.08677944,-1.225370207,0,-74.08677944,-5,-74.08677944,5,3.774629793,10
-74.5145571,-1.232445504,0,-74.5145571,-5,-74.5145571,5,3.767554496,10
-74.94252807,-1.239523998,0,-74.94252807,-5,-74.94252807,5,3.760476002,10
-75.37069228,-1.246605688,0,-75.37069228,-5,-75.37069228,5,3.753394312,10
-75.7990497,-1.253690575,0,-75.7990497,-5,-75.7990497,5,3.746309425,10
-76.22760026,-1.26077866,0,-76.22760026,-5,-76.22760026,5,3.73922134,10
-76.65634391,-1.267869935,0,-76.65634391,-5,-76.65634391,5,3.732130065,10
-77.08528059,-1.274964392,0,-77.08528059,-5,-77.08528059,5,3.725035608,10
-77.51441025,-1.28206204,0,-77.51441025,-5,-77.51441025,5,3.71793796,10
-77.94373283,-1.289162911,0,-77.94373283,-5,-77.94373283,5,3.710837089,10
-78.37324827,-1.296267009,0,-78.37324827,-5,-78.37324827,5,3.703732991,10
-78.80295652,-1.303374231,0,-78.80295652,-5,-78.80295652,5,3.696625769,10
-79.23285752,-1.310484441,0,-79.23285752,-5,-79.23285752,5,3.689515559,10
-79.66295122,-1.317597921,0,-79.66295122,-5,-79.66295122,5,3.682402079,10
-80.09323754,-1.324715245,0,-80.09323754,-5,-80.09323754,5,3.675284755,10
-80.52371645,-1.33183595,0,-80.52371645,-5,-80.52371645,5,3.66816405,10
-80.95438788,-1.338957826,0,-80.95438788,-5,-80.95438788,5,3.661042174,10
-81.38525177,-1.346081428,0,-81.38525177,-5,-81.38525177,5,3.653918572,10
-81.81630806,-1.353213284,0,-81.81630806,-5,-81.81630806,5,3.646786716,10
-82.24755669,-1.360360293,0,-82.24755669,-5,-82.24755669,5,3.639639707,10
-82.67899761,-1.367521233,0,-82.67899761,-5,-82.67899761,5,3.632478767,10
-83.11063076,-1.374689006,0,-83.11063076,-5,-83.11063076,5,3.625310994,10
-83.54245607,-1.38185857,0,-83.54245607,-5,-83.54245607,5,3.61814143,10
-83.97447349,-1.389029792,0,-83.97447349,-5,-83.97447349,5,3.610970208,10
-84.40668296,-1.396204317,0,-84.40668296,-5,-84.40668296,5,3.603795683,10
-84.83908441,-1.403382573,0,-84.83908441,-5,-84.83908441,5,3.596617427,10
-85.27167779,-1.410564108,0,-85.27167779,-5,-85.27167779,5,3.589435892,10
-85.70446303,-1.417748637,0,-85.70446303,-5,-85.70446303,5,3.582251363,10
-86.13744007,-1.42493629,0,-86.13744007,-5,-86.13744007,5,3.57506371,10
-86.57060886,-1.432127181,0,-86.57060886,-5,-86.57060886,5,3.567872819,10
-87.00396933,-1.439321285,0,-87.00396933,-5,-87.00396933,5,3.560678715,10
-87.43752142,-1.446518557,0,-87.43752142,-5,-87.43752142,5,3.553481443,10
-87.87126507,-1.453718999,0,-87.87126507,-5,-87.87126507,5,3.546281001,10
-88.30520022,-1.46092262,0,-88.30520022,-5,-88.30520022,5,3.53907738,10
-88.73932679,-1.468129422,0,-88.73932679,-5,-88.73932679,5,3.531870578,10
-89.17364474,-1.475339402,0,-89.17364474,-5,-89.17364474,5,3.524660598,10
-89.608154,-1.482552556,0,-89.608154,-5,-89.608154,5,3.517447444,10
-90.0428545,-1.489768885,0,-90.0428545,-5,-90.0428545,5,3.510231115,10
-90.47774619,-1.496988389,0,-90.47774619,-5,-90.47774619,5,3.503011611,10
-90.912829,-1.504211065,0,-90.912829,-5,-90.912829,5,3.495788935,10
-91.34810286,-1.511436913,0,-91.34810286,-5,-91.34810286,5,3.488563087,10
-91.78356772,-1.518665931,0,-91.78356772,-5,-91.78356772,5,3.481334069,10
-92.21922351,-1.525898119,0,-92.21922351,-5,-92.21922351,5,3.474101881,10
-92.65507016,-1.533133475,0,-92.65507016,-5,-92.65507016,5,3.466866525,10
-93.09110761,-1.540372,0,-93.09110761,-5,-93.09110761,5,3.459628,10
-93.5273358,-1.54761369,0,-93.5273358,-5,-93.5273358,5,3.45238631,10
-93.96375467,-1.554858545,0,-93.96375467,-5,-93.96375467,5,3.445141455,10
-94.40036414,-1.562106565,0,-94.40036414,-5,-94.40036414,5,3.437893435,10
-94.83716415,-1.569357747,0,-94.83716415,-5,-94.83716415,5,3.430642253,10
-95.27415465,-1.576612092,0,-95.27415465,-5,-95.27415465,5,3.423387908,10
-95.71133555,-1.583869598,0,-95.71133555,-5,-95.71133555,5,3.416130402,10
-96.14870681,-1.591130264,0,-96.14870681,-5,-96.14870681,5,3.408869736,10
-96.58626835,-1.598394089,0,-96.58626835,-5,-96.58626835,5,3.401605911,10
-97.0240201,-1.605661071,0,-97.0240201,-5,-97.0240201,5,3.394338929,10
-97.46196201,-1.61293121,0,-97.46196201,-5,-97.46196201,5,3.38706879,10
-97.900094,-1.620204505,0,-97.900094,-5,-97.900094,5,3.379795495,10
-98.33841601,-1.627480954,0,-98.33841601,-5,-98.33841601,5,3.372519046,10
-98.77692797,-1.634760557,0,-98.77692797,-5,-98.77692797,5,3.365239443,10
-99.21562982,-1.642043311,0,-99.21562982,-5,-99.21562982,5,3.357956689,10
-99.65452148,-1.649329217,0,-99.65452148,-5,-99.65452148,5,3.350670783,10
-100.0936029,-1.656618272,0,-100.0936029,-5,-100.0936029,5,3.343381728,10
-100.532874,-1.663910477,0,-100.532874,-5,-100.532874,5,3.336089523,10
-100.9723347,-1.671205829,0,-100.9723347,-5,-100.9723347,5,3.328794171,10
-101.411985,-1.678504329,0,-101.411985,-5,-101.411985,5,3.321495671,10
-101.8518248,-1.685805974,0,-101.8518248,-5,-101.8518248,5,3.314194026,10
-102.2918539,-1.693110761,0,-102.2918539,-5,-102.2918539,5,3.306889239,10
-102.7320724,-1.700418693,0,-102.7320724,-5,-102.7320724,5,3.299581307,10
-103.1724802,-1.707729768,0,-103.1724802,-5,-103.1724802,5,3.292270232,10
-103.6130772,-1.715043983,0,-103.6130772,-5,-103.6130772,5,3.284956017,10
-104.0538634,-1.72236134,0,-104.0538634,-5,-104.0538634,5,3.27763866,10
-104.4948386,-1.729681835,0,-104.4948386,-5,-104.4948386,5,3.270318165,10
-104.9360028,-1.737005467,0,-104.9360028,-5,-104.9360028,5,3.262994533,10
-105.377356,-1.744332236,0,-105.377356,-5,-105.377356,5,3.255667764,10
-105.818898,-1.751662139,0,-105.818898,-5,-105.818898,5,3.248337861,10
-106.2606288,-1.758995175,0,-106.2606288,-5,-106.2606288,5,3.241004825,10
-106.7025483,-1.766331345,0,-106.7025483,-5,-106.7025483,5,3.233668655,10
-107.1446565,-1.773670647,0,-107.1446565,-5,-107.1446565,5,3.226329353,10
-107.5869533,-1.781013081,0,-107.5869533,-5,-107.5869533,5,3.218986919,10
-108.0294386,-1.788358643,0,-108.0294386,-5,-108.0294386,5,3.211641357,10
-108.4721123,-1.795707334,0,-108.4721123,-5,-108.4721123,5,3.204292666,10
-108.9149745,-1.803059153,0,-108.9149745,-5,-108.9149745,5,3.196940847,10
-109.3580249,-1.810414095,0,-109.3580249,-5,-109.3580249,5,3.189585905,10
-109.8012635,-1.817772163,0,-109.8012635,-5,-109.8012635,5,3.182227837,10
-110.2446903,-1.825133358,0,-110.2446903,-5,-110.2446903,5,3.174866642,10
-110.6883052,-1.832497672,0,-110.6883052,-5,-110.6883052,5,3.167502328,10
-111.1321081,-1.8398651,0,-111.1321081,-5,-111.1321081,5,3.1601349,10
-111.5760989,-1.847235649,0,-111.5760989,-5,-111.5760989,5,3.152764351,10
-112.0202776,-1.854609345,0,-112.0202776,-5,-112.0202776,5,3.145390655,10
-112.4646442,-1.861986174,0,-112.4646442,-5,-112.4646442,5,3.138013826,10
-112.9091984,-1.869366032,0,-112.9091984,-5,-112.9091984,5,3.130633968,10
-113.3539403,-1.876748888,0,-113.3539403,-5,-113.3539403,5,3.123251112,10
-113.7988698,-1.884135074,0,-113.7988698,-5,-113.7988698,5,3.115864926,10
-114.2439867,-1.891524958,0,-114.2439867,-5,-114.2439867,5,3.108475042,10
-114.6892912,-1.898917433,0,-114.6892912,-5,-114.6892912,5,3.101082567,10
-115.1347829,-1.906310959,0,-115.1347829,-5,-115.1347829,5,3.093689041,10
-115.580462,-1.913708107,0,-115.580462,-5,-115.580462,5,3.086291893,10
-116.0263282,-1.921115665,0,-116.0263282,-5,-116.0263282,5,3.078884335,10
-116.4723817,-1.928539521,0,-116.4723817,-5,-116.4723817,5,3.071460479,10
-116.9186221,-1.935980259,0,-116.9186221,-5,-116.9186221,5,3.064019741,10
-117.3650496,-1.943436484,0,-117.3650496,-5,-117.3650496,5,3.056563516,10
-117.8116639,-1.950907418,0,-117.8116639,-5,-117.8116639,5,3.049092582,10
-118.2584652,-1.958393271,0,-118.2584652,-5,-118.2584652,5,3.041606729,10
-118.7054531,-1.96589472,0,-118.7054531,-5,-118.7054531,5,3.03410528,10
-119.1525869,-1.973411412,0,-119.1525869,-5,-119.1525869,5,3.026588588,10
-119.5994717,-1.980935803,0,-119.5994717,-5,-119.5994717,5,3.019064197,10
-120.0455778,-1.988457685,0,-120.0455778,-5,-120.0455778,5,3.011542315,10
-120.4906729,-1.995973762,0,-120.4906729,-5,-120.4906729,5,3.004026238,10
-120.9347081,-2.003489089,0,-120.9347081,-5,-120.9347081,5,2.996510911,10
-121.3776879,-2.011010833,0,-121.3776879,-5,-121.3776879,5,2.988989167,10
-121.8196271,-2.018543657,0,-121.8196271,-5,-121.8196271,5,2.981456343,10
-122.2605331,-2.026092024,0,-122.2605331,-5,-122.2605331,5,2.973907976,10
-122.700402,-2.033660443,0,-122.700402,-5,-122.700402,5,2.966339557,10
-123.1392264,-2.041254378,0,-123.1392264,-5,-123.1392264,5,2.958745622,10
-123.5769996,-2.048879105,0,-123.5769996,-5,-123.5769996,5,2.951120895,10
-124.0137188,-2.056538749,0,-124.0137188,-5,-124.0137188,5,2.943461251,10
-124.4493878,-2.064237289,0,-124.4493878,-5,-124.4493878,5,2.935762711,10
-124.884017,-2.071979134,0,-124.884017,-5,-124.884017,5,2.928020866,10
-125.3176219,-2.079769381,0,-125.3176219,-5,-125.3176219,5,2.920230619,10
-125.7502202,-2.087614018,0,-125.7502202,-5,-125.7502202,5,2.912385982,10
-126.1818268,-2.095518066,0,-126.1818268,-5,-126.1818268,5,2.904481934,10
-126.6124504,-2.103484184,0,-126.6124504,-5,-126.6124504,5,2.896515816,10
-127.0420918,-2.111516058,0,-127.0420918,-5,-127.0420918,5,2.888483942,10
-127.4707462,-2.119617495,0,-127.4707462,-5,-127.4707462,5,2.880382505,10
-127.8984061,-2.127802329,0,-127.8984061,-5,-127.8984061,5,2.872197671,10
-128.3250651,-2.136068524,0,-128.3250651,-5,-128.3250651,5,2.863931476,10
-128.7507189,-2.144416887,0,-128.7507189,-5,-128.7507189,5,2.855583113,10
-129.1753659,-2.152851895,0,-129.1753659,-5,-129.1753659,5,2.847148105,10
-129.5990063,-2.161378557,0,-129.5990063,-5,-129.5990063,5,2.838621443,10
-130.0216407,-2.170003533,0,-130.0216407,-5,-130.0216407,5,2.829996467,10
-130.4432696,-2.178727427,0,-130.4432696,-5,-130.4432696,5,2.821272573,10
-130.8638925,-2.187551382,0,-130.8638925,-5,-130.8638925,5,2.812448618,10
-131.2835078,-2.19647948,0,-131.2835078,-5,-131.2835078,5,2.80352052,10
-131.7021138,-2.205519295,0,-131.7021138,-5,-131.7021138,5,2.794480705,10
-132.119709,-2.214674627,0,-132.119709,-5,-132.119709,5,2.785325373,10
-132.5362924,-2.223943345,0,-132.5362924,-5,-132.5362924,5,2.776056655,10
-132.9518637,-2.233329107,0,-132.9518637,-5,-132.9518637,5,2.766670893,10
-133.3664231,-2.242838712,0,-133.3664231,-5,-133.3664231,5,2.757161288,10
-133.7799715,-2.252479026,1E-12,-133.7799715,-5,-133.7799715,5,2.747520974,10
-134.1925099,-2.262248391,0,-134.1925099,-5,-134.1925099,5,2.737751609,10
